code_dot,code_iata,city_name,airport_name,latitude,longitude
11166.0,CTL,"Charleville, Australia",Charleville Airport,-26.41527778,146.2625
11167.0,CTM,"Chetumal, Mexico",Chetumal International,18.48194444,-88.33333333
11167.0,CTM,"Chetumal, Mexico",Chetumal International,18.505,-88.32805556
11167.0,CTM,"Chetumal, Mexico",Chetumal International,18.50527778,-88.32916667
11168.0,CTN,"Cooktown, Australia",Cooktown Airport,-15.44333333,145.1825
11168.0,CTN,"Cooktown, Australia",Cooktown Airport,-15.44333333,145.18333333
11168.0,CTN,"Cooktown, Australia",Cooktown Airport,-15.44472222,145.18444444
11169.0,CTO,"Calverton, NY",Calverton Executive Airpark,40.91472222,-72.78027778
11169.0,CTO,"Calverton, NY",Calverton Executive Airpark,40.915,-72.79194444
11170.0,CTS,"Sapporo, Japan",New Chitose,42.77527778,141.69222222
11171.0,CTT,"Le Castellet, France",Le Castellet Airport,43.2525,5.785
11171.0,CTT,"Le Castellet, France",Le Castellet Airport,43.2525,5.78527778
11171.0,CTT,"Le Castellet, France",Le Castellet Airport,43.2525,5.78555556
11172.0,CTU,"Chengdu, China",Shuangliu International,30.57861111,103.94722222
11172.0,CTU,"Chengdu, China",Shuangliu International,30.55638889,103.94527778
11173.0,CTW,"Cottonwood, AZ",Cottonwood Airport,34.73,-112.03444444
11173.0,CTW,"Cottonwood, AZ",Cottonwood Airport,34.73,-112.035
11173.0,CTW,"Cottonwood, AZ",Cottonwood Airport,34.73,-112.03527778
11174.0,CTX,"Cortland, NY",Cortland County Chase Field,42.59277778,-76.21472222
11174.0,CTX,"Cortland, NY",Cortland County Chase Field,42.59277778,-76.215
11174.0,CTX,"Cortland, NY",Cortland County Chase Field,42.59305556,-76.21527778
11175.0,CTY,"Cross City, FL",Cross City Airport,29.63416667,-83.10611111
11175.0,CTY,"Cross City, FL",Cross City Airport,29.63555556,-83.10472222
16538.0,CTZ,"Clinton, NC",Clinton Sampson County,34.975,-78.36555556
11176.0,CUB,"Columbia, SC",Jim Hamilton L. B. Owens,33.97055556,-80.99527778
11176.0,CUB,"Columbia, SC",Jim Hamilton L. B. Owens,33.97083333,-80.99555556
11177.0,CUC,"Cucuta, Colombia",Camilo Daza,7.9275,-72.51166667
11177.0,CUC,"Cucuta, Colombia",Camilo Daza,7.93,-72.50944444
11178.0,CUE,"Cuenca, Ecuador",Cuenca Airport,-2.86666667,-78.98333333
11179.0,CUF,"Cuneo, Italy",Levaldigi,44.54638889,7.62222222
11179.0,CUF,"Cuneo, Italy",Levaldigi,44.54694444,7.62333333
11179.0,CUF,"Cuneo, Italy",Levaldigi,44.5475,7.62333333
11180.0,CUL,"Culiacan, Mexico",Culiacan International,24.76444444,-107.47416667
11180.0,CUL,"Culiacan, Mexico",Culiacan International,24.76472222,-107.47527778
11180.0,CUL,"Culiacan, Mexico",Culiacan International,24.765,-107.475
11180.0,CUL,"Culiacan, Mexico",Culiacan International,24.765,-107.47527778
11181.0,CUM,"Cumana, Venezuela",Cumana Airport,10.44777778,-64.19194444
11032.0,CUN,"Cancun, Mexico",Cancun International,21.04222222,-86.87361111
11183.0,CUP,"Carupano, Venezuela",General Jose Francisco Bermudez,10.65888889,-63.2625
11183.0,CUP,"Carupano, Venezuela",General Jose Francisco Bermudez,10.66,-63.26166667
11184.0,CUQ,"Coen, Australia",Coen Airport,-13.76194444,143.11666667
11184.0,CUQ,"Coen, Australia",Coen Airport,-13.76388889,143.11333333
11185.0,CUR,"Willemstad, Curacao",Hato,12.19416667,-68.96055556
11185.0,CUR,"Willemstad, Curacao",Hato,12.18888889,-68.95972222
11185.0,CUR,"Willemstad, Curacao",Hato,12.18916667,-68.95916667
11186.0,CUT,"Cutral-Co, Argentina",Cutral-Co Airport,-38.93833333,-69.27166667
11186.0,CUT,"Cutral-Co, Argentina",Cutral-Co Airport,-38.93972222,-69.26472222
11187.0,CUU,"Chihuahua, Mexico",Chihuahua International,28.70194444,-105.96555556
11187.0,CUU,"Chihuahua, Mexico",Chihuahua International,28.70222222,-105.96305556
11188.0,CUW,"Cube Cove, AK",Cube Cove Airport,57.94166667,-134.75
11189.0,CUY,"Cue, Australia",Cue Airport,-27.44666667,117.91861111
11189.0,CUY,"Cue, Australia",Cue Airport,-27.44833333,117.91666667
11190.0,CUZ,"Cusco, Peru",Teniente Alejandro Velasco Astete International,-13.52944444,-71.95972222
11190.0,CUZ,"Cusco, Peru",Teniente Alejandro Velasco Astete International,-13.53583333,-71.93888889
11191.0,CVA,"Pittsburgh, PA",Civic Arena H/P,40.48333333,-80.21666667
11192.0,CVF,"Courchevel, France",Courchevel Airport,45.38722222,6.63444444
11192.0,CVF,"Courchevel, France",Courchevel Airport,45.39666667,6.63472222
11192.0,CVF,"Courchevel, France",Courchevel Airport,45.3975,6.635
11193.0,CVG,"Cincinnati, OH",Cincinnati/Northern Kentucky International,39.04777778,-84.66861111
11193.0,CVG,"Cincinnati, OH",Cincinnati/Northern Kentucky International,39.04888889,-84.66777778
11194.0,CVJ,"Cuernavaca, Mexico",Cuernavaca International,18.83444444,-99.26194444
11194.0,CVJ,"Cuernavaca, Mexico",Cuernavaca International,18.83444444,-99.26166667
11195.0,CVL,"Cape Vogel, Papua New Guinea",Cape Vogel Airport,-9.66972222,150.01861111
11195.0,CVL,"Cape Vogel, Papua New Guinea",Cape Vogel Airport,-9.66972222,150.02055556
11195.0,CVL,"Cape Vogel, Papua New Guinea",Cape Vogel Airport,-9.67083333,150.01611111
11196.0,CVM,"Ciudad Victoria, Mexico",Ciudad Victoria International,23.70333333,-98.95638889
11196.0,CVM,"Ciudad Victoria, Mexico",Ciudad Victoria International,23.71388889,-98.96527778
11197.0,CVN,"Clovis, NM",Clovis Regional,34.42527778,-103.07916667
11197.0,CVN,"Clovis, NM",Clovis Regional,34.42638889,-103.07805556
11197.0,CVN,"Clovis, NM",Clovis Regional,34.42666667,-103.0775
11197.0,CVN,"Clovis, NM",Clovis Regional,34.42722222,-103.07888889
11198.0,CVO,"Corvallis, OR",Corvallis Municipal,44.49694444,-123.28944444
11198.0,CVO,"Corvallis, OR",Corvallis Municipal,44.49722222,-123.28694444
11198.0,CVO,"Corvallis, OR",Corvallis Municipal,44.49722222,-123.28944444
11198.0,CVO,"Corvallis, OR",Corvallis Municipal,44.4975,-123.28805556
11199.0,CVQ,"Carnarvon, Australia",Carnarvon Airport,-24.88,113.66666667
11199.0,CVQ,"Carnarvon, Australia",Carnarvon Airport,-24.88055556,113.67222222
11200.0,CVS,"Clovis, NM",Cannon AFB,34.3825,-103.3225
11200.0,CVS,"Clovis, NM",Cannon AFB,34.38277778,-103.32222222
11200.0,CVS,"Clovis, NM",Cannon AFB,34.385,-103.32388889
11201.0,CVT,"Coventry, United Kingdom",Coventry Airport,52.36916667,-1.47861111
11201.0,CVT,"Coventry, United Kingdom",Coventry Airport,52.36972222,-1.47972222
11201.0,CVT,"Coventry, United Kingdom",Coventry Airport,52.37055556,-1.47861111
11202.0,CVX,"Charlevoix, MI",Charlevoix Municipal,45.30416667,-85.275
11202.0,CVX,"Charlevoix, MI",Charlevoix Municipal,45.30472222,-85.27527778
11203.0,CWA,"Mosinee, WI",Central Wisconsin,44.7775,-89.66666667
11203.0,CWA,"Mosinee, WI",Central Wisconsin,44.78222222,-89.65916667
11204.0,CWB,"Curitiba, Brazil",Afonso Pena International,-25.52555556,-49.17222222
11204.0,CWB,"Curitiba, Brazil",Afonso Pena International,-25.52666667,-49.17777778
11204.0,CWB,"Curitiba, Brazil",Afonso Pena International,-25.52833333,-49.17583333
11204.0,CWB,"Curitiba, Brazil",Afonso Pena International,-25.52861111,-49.17583333
16878.0,CWC,"Chernivtsi, Ukraine",Chernivtsi International,48.25944444,25.98
15825.0,CWF,"Lake Charles, LA",Chennault International,30.21055556,-93.14305556
15825.0,CWF,"Lake Charles, LA",Chennault International,30.2125,-93.14333333
11207.0,CWI,"Clinton, IA",Clinton Municipal,41.82944444,-90.33194444
11207.0,CWI,"Clinton, IA",Clinton Municipal,41.83083333,-90.32888889
11208.0,CWL,"Cardiff, United Kingdom",Cardiff Airport,51.39666667,-3.34305556
11208.0,CWL,"Cardiff, United Kingdom",Cardiff Airport,51.39666667,-3.34333333
11208.0,CWL,"Cardiff, United Kingdom",Cardiff Airport,51.3975,-3.34666667
11209.0,CWS,"Center Island, WA",Center Island Airport,48.49,-122.83222222
11210.0,CWT,"Cowra, Australia",Cowra Airport,-33.84472222,148.64888889
11210.0,CWT,"Cowra, Australia",Cowra Airport,-33.84611111,148.64777778
11210.0,CWT,"Cowra, Australia",Cowra Airport,-33.855,148.64666667
11211.0,CXA,"Caicara, Venezuela",Caicara Venez.,7.61666667,-66.16666667
11212.0,CXB,"Cox's Bazar, Bangladesh",Cox's Bazar Airport,21.44972222,91.96527778
11212.0,CXB,"Cox's Bazar, Bangladesh",Cox's Bazar Airport,21.45222222,91.96388889
11212.0,CXB,"Cox's Bazar, Bangladesh",Cox's Bazar Airport,21.45222222,91.96444444
11212.0,CXB,"Cox's Bazar, Bangladesh",Cox's Bazar Airport,21.45527778,91.96361111
11213.0,CXC,"Chitina, AK",Chitina Airport,61.58277778,-144.42722222
11213.0,CXC,"Chitina, AK",Chitina Airport,61.58333333,-144.42777778
11213.0,CXC,"Chitina, AK",Chitina Airport,61.58333333,-144.42972222
11214.0,CXF,"Coldfoot, AK",Coldfoot Airport,67.24944444,-150.20611111
11214.0,CXF,"Coldfoot, AK",Coldfoot Airport,67.25222222,-150.20388889
11215.0,CXH,"Vancouver, Canada",Coal Harbour Seaplane Base,49.3,-123.13333333
11216.0,CXI,"Christmas Island, Kiribati",Christmas Island Airport,1.98611111,-157.34972222
11216.0,CXI,"Christmas Island, Kiribati",Christmas Island Airport,1.98638889,-157.35
11216.0,CXI,"Christmas Island, Kiribati",Christmas Island Airport,1.98805556,-157.35527778
11217.0,CXJ,"Caxias Do Sul, Brazil",Hugo Cantergiani,-29.19694444,-51.1875
11217.0,CXJ,"Caxias Do Sul, Brazil",Hugo Cantergiani,-29.19722222,-51.18777778
11218.0,CXL,"Calexico, CA",Calexico International,32.6675,-115.5175
11218.0,CXL,"Calexico, CA",Calexico International,32.66944444,-115.5125
11218.0,CXL,"Calexico, CA",Calexico International,32.66944444,-115.51333333
11219.0,CXO,"Conroe, TX",Conroe North Houston Regional,30.35333333,-95.415
11219.0,CXO,"Conroe, TX",Conroe North Houston Regional,30.35194444,-95.41444444
11219.0,CXO,"Conroe, TX",Conroe North Houston Regional,30.35222222,-95.41444444
11220.0,CXP,"Cilacap, Indonesia",Tunggul Wulung,-7.64194444,109.03194444
11220.0,CXP,"Cilacap, Indonesia",Tunggul Wulung,-7.645,109.03388889
16797.0,CXR,"Can Ranh, Vietnam",Cam Ranh International,11.99638889,109.22027778
16797.0,CXR,"Can Ranh, Vietnam",Cam Ranh International,11.99805556,109.21944444
11222.0,CXT,"Charters Towers, Australia",Charters Towers Airport,-20.04305556,146.27305556
11222.0,CXT,"Charters Towers, Australia",Charters Towers Airport,-20.04666667,146.26916667
11223.0,CXY,"Cat Cay, The Bahamas",Cat Cay Airport,25.53472222,-79.28444444
11223.0,CXY,"Cat Cay, The Bahamas",Cat Cay Airport,25.55444444,-79.27527778
11224.0,CYA,"Les Cayes, Haiti",Cayes,18.27,-73.79222222
11224.0,CYA,"Les Cayes, Haiti",Cayes,18.27055556,-73.78972222
11224.0,CYA,"Les Cayes, Haiti",Cayes,18.27083333,-73.78722222
11224.0,CYA,"Les Cayes, Haiti",Cayes,18.27111111,-73.78805556
11224.0,CYA,"Les Cayes, Haiti",Cayes,18.2725,-73.78777778
11225.0,CYB,"Cayman Brac, Cayman Islands",Charles Kirkconnell International,19.68694444,-79.88277778
11225.0,CYB,"Cayman Brac, Cayman Islands",Charles Kirkconnell International,19.68666667,-79.88472222
11226.0,CYC,"Caye Chapel, Belize",Caye Chapel Airport,17.68361111,-88.045
11226.0,CYC,"Caye Chapel, Belize",Caye Chapel Airport,17.68388889,-88.045
11226.0,CYC,"Caye Chapel, Belize",Caye Chapel Airport,17.69888889,-88.04305556
11227.0,CYF,"Chefornak, AK",Chefornak Airport,60.13666667,-164.27916667
11227.0,CYF,"Chefornak, AK",Chefornak Airport,60.13694444,-164.27916667
11227.0,CYF,"Chefornak, AK",Chefornak Airport,60.14916667,-164.28555556
11227.0,CYF,"Chefornak, AK",Chefornak Airport,60.15361111,-164.28472222
11229.0,CYI,"Chiayi, Taiwan",Chiayi Airport,23.45444444,120.40333333
11229.0,CYI,"Chiayi, Taiwan",Chiayi Airport,23.46166667,120.39277778
11229.0,CYI,"Chiayi, Taiwan",Chiayi Airport,23.46361111,120.39055556
11229.0,CYI,"Chiayi, Taiwan",Chiayi Airport,23.46416667,120.38194444
11230.0,CYM,"Chatham, AK",Chatham Airport,57.51527778,-134.94444444
11231.0,CYP,"Calbayog, Philippines",Calbayog Airport,12.07194444,124.54527778
11231.0,CYP,"Calbayog, Philippines",Calbayog Airport,12.07222222,124.54527778
11231.0,CYP,"Calbayog, Philippines",Calbayog Airport,12.07583333,124.54305556
11231.0,CYP,"Calbayog, Philippines",Calbayog Airport,12.07694444,124.54777778
11232.0,CYR,"Colonia, Uruguay",Laguna de Los Patos International,-34.45611111,-57.77
11232.0,CYR,"Colonia, Uruguay",Laguna de Los Patos International,-34.45638889,-57.77055556
11232.0,CYR,"Colonia, Uruguay",Laguna de Los Patos International,-34.45638889,-57.77083333
11233.0,CYS,"Cheyenne, WY",Cheyenne Regional/Jerry Olson Field,41.15555556,-104.81055556
11233.0,CYS,"Cheyenne, WY",Cheyenne Regional/Jerry Olson Field,41.15583333,-104.81222222
11234.0,CYT,"Cape Yakataga, AK",Yakataga,60.08,-142.49444444
11234.0,CYT,"Cape Yakataga, AK",Yakataga,60.08083333,-142.49555556
11234.0,CYT,"Cape Yakataga, AK",Yakataga,60.08194444,-142.49361111
11235.0,CYZ,"Cauayan, Philippines",Cauayan Airport,16.92972222,121.75333333
11235.0,CYZ,"Cauayan, Philippines",Cauayan Airport,16.93,121.75583333
16944.0,CZ1,"Hradec Kralove, Czech Republic",Hradec Kralove Airport,50.25305556,15.84527778
11236.0,CZA,"Chichen Itza, Mexico",Chichen Itza International,20.695,-88.56555556
11236.0,CZA,"Chichen Itza, Mexico",Chichen Itza International,20.64138889,-88.44611111
11237.0,CZB,"Cruz Alta, Brazil",Cruz Alta Airport,-28.64166667,-53.55833333
11238.0,CZC,"Copper Center, AK",Copper Center 2,61.94111111,-145.29416667
11240.0,CZE,"Coro, Venezuela",Jose Leonardo Chirino,11.41472222,-69.68166667
11240.0,CZE,"Coro, Venezuela",Jose Leonardo Chirino,11.41583333,-69.68194444
11241.0,CZF,"Cape Romanzof, AK",Cape Romanzof LRRS,61.78111111,-166.03638889
11241.0,CZF,"Cape Romanzof, AK",Cape Romanzof LRRS,61.78027778,-166.03861111
11241.0,CZF,"Cape Romanzof, AK",Cape Romanzof LRRS,61.78111111,-166.03944444
11242.0,CZH,"Corozal, Belize",Ranchito,18.38222222,-88.41027778
11242.0,CZH,"Corozal, Belize",Ranchito,18.38222222,-88.41083333
11242.0,CZH,"Corozal, Belize",Ranchito,18.38111111,-88.41055556
11243.0,CZL,"Constantine, Algeria",Constantine/Ain El Bey,36.27694444,6.63
11244.0,CZM,"Cozumel, Mexico",Cozumel International,20.51666667,-86.93333333
11244.0,CZM,"Cozumel, Mexico",Cozumel International,20.5225,-86.92555556
11245.0,CZN,"Chisana, AK",Chisana Airport,62.07055556,-142.04777778
11245.0,CZN,"Chisana, AK",Chisana Airport,62.07111111,-142.04833333
11245.0,CZN,"Chisana, AK",Chisana Airport,62.07166667,-142.04944444
11246.0,CZO,"Chistochina, AK",Chistochina Airport,62.56222222,-144.6725
11246.0,CZO,"Chistochina, AK",Chistochina Airport,62.56361111,-144.66888889
11247.0,CZP,"Cape Pole, AK",Cape Pole Airport,55.965,-133.79333333
11248.0,CZS,"Cruzeiro Do Sul, Brazil",Cruzeiro Do Sul Airport,-7.58333333,-72.78333333
11248.0,CZS,"Cruzeiro Do Sul, Brazil",Cruzeiro Do Sul Airport,-7.6,-72.76944444
11249.0,CZU,"Corozal, Colombia",Las Brujas,9.3325,-75.28527778
11249.0,CZU,"Corozal, Colombia",Las Brujas,9.33277778,-75.285
11249.0,CZU,"Corozal, Colombia",Las Brujas,9.33277778,-75.28527778
11249.0,CZU,"Corozal, Colombia",Las Brujas,9.3375,-75.28277778
11250.0,CZW,"Czestochowa, Poland",Czestochowy,50.88472222,19.20277778
11250.0,CZW,"Czestochowa, Poland",Czestochowy,50.88472222,19.20305556
11250.0,CZW,"Czestochowa, Poland",Czestochowy,50.81666667,19.1
11251.0,CZX,"Changzhou, China",Changzhou Benniu International,31.92055556,119.77527778
11251.0,CZX,"Changzhou, China",Changzhou Benniu International,31.91944444,119.77805556
11251.0,CZX,"Changzhou, China",Changzhou Benniu International,31.91972222,119.77805556
11252.0,DAB,"Daytona Beach, FL",Daytona Beach International,29.18,-81.05805556
11252.0,DAB,"Daytona Beach, FL",Daytona Beach International,29.1825,-81.05277778
11253.0,DAC,"Dhaka, Bangladesh",Hazrat Shahjalal International,23.84333333,90.39777778
11254.0,DAD,"Danang, Vietnam",Danang International,16.04222222,108.20361111
11254.0,DAD,"Danang, Vietnam",Danang International,16.04388889,108.19944444
11254.0,DAD,"Danang, Vietnam",Danang International,16.04416667,108.19944444
11255.0,DAE,"Daet, Philippines",Daet Airport,14.13055556,122.97916667
11256.0,DAF,"Daup, Papua New Guinea",Daup Airport,-4.73972222,145.9525
11257.0,DAG,"Daggett, CA",Barstow/Daggett,34.85388889,-116.78611111
11257.0,DAG,"Daggett, CA",Barstow/Daggett,34.85361111,-116.78666667
11258.0,DAK,"Dakhla Oasis, Egypt",Dakhla,25.41166667,29.00305556
11259.0,DAL,"Dallas, TX",Dallas Love Field,32.84583333,-96.85083333
11259.0,DAL,"Dallas, TX",Dallas Love Field,32.84694444,-96.85138889
11259.0,DAL,"Dallas, TX",Dallas Love Field,32.84694444,-96.85333333
11259.0,DAL,"Dallas, TX",Dallas Love Field,32.84722222,-96.85166667
11260.0,DAM,"Damascus, Syria",Damascus International,33.41055556,36.51444444
11260.0,DAM,"Damascus, Syria",Damascus International,33.41388889,36.51777778
11261.0,DAN,"Danville, VA",Danville Regional,36.5725,-79.33638889
11261.0,DAN,"Danville, VA",Danville Regional,36.57277778,-79.33611111
11261.0,DAN,"Danville, VA",Danville Regional,36.57305556,-79.335
11262.0,DAR,"Dar Es Salaam, Tanzania",Julius Nyerere International,-6.87527778,39.20194444
11262.0,DAR,"Dar Es Salaam, Tanzania",Julius Nyerere International,-6.87805556,39.2025
11262.0,DAR,"Dar Es Salaam, Tanzania",Julius Nyerere International,-6.87805556,39.20277778
11263.0,DAT,"Datong, China",Datong Airport,40.08333333,113.3
11264.0,DAU,"Daru, Papua New Guinea",Daru Airport,-9.08666667,143.20777778
11264.0,DAU,"Daru, Papua New Guinea",Daru Airport,-9.08666667,143.20805556
11264.0,DAU,"Daru, Papua New Guinea",Daru Airport,-9.08694444,143.20777778
11264.0,DAU,"Daru, Papua New Guinea",Daru Airport,-9.08722222,143.19333333
11265.0,DAV,"David, Panama",Enrique Malek International,8.38916667,-82.43638889
11265.0,DAV,"David, Panama",Enrique Malek International,8.39111111,-82.435
11265.0,DAV,"David, Panama",Enrique Malek International,8.39111111,-82.43555556
11266.0,DAX,"Daxian, China",Daxian Airport,31.3,107.5
11267.0,DAY,"Dayton, OH",James M Cox/Dayton International,39.90111111,-84.22
11267.0,DAY,"Dayton, OH",James M Cox/Dayton International,39.90222222,-84.21944444
11269.0,DBB,"Dabaa City, Egypt",Al Alamain International,30.92444444,28.46138889
11269.0,DBB,"Dabaa City, Egypt",Al Alamain International,30.92527778,28.45861111
11957.0,DBL,"Goa, India",Goa Airport,15.37777778,73.83055556
11957.0,DBL,"Goa, India",Goa Airport,15.38083333,73.82694444
11957.0,DBL,"Goa, India",Goa Airport,15.38083333,73.83277778
11957.0,DBL,"Goa, India",Goa Airport,15.38166667,73.83361111
11957.0,GOI,"Goa, India",Goa Airport,15.37777778,73.83055556
11957.0,GOI,"Goa, India",Goa Airport,15.38083333,73.82694444
11957.0,GOI,"Goa, India",Goa Airport,15.38083333,73.83277778
11957.0,GOI,"Goa, India",Goa Airport,15.38166667,73.83361111
11271.0,DBM,"Debra Marcos, Ethiopia",Debre Marcos,10.31944444,37.74305556
11272.0,DBN,"Dublin, GA",W H Bud Barron,32.56416667,-82.98666667
11272.0,DBN,"Dublin, GA",W H Bud Barron,32.56444444,-82.98527778
11272.0,DBN,"Dublin, GA",W H Bud Barron,32.56472222,-82.985
11273.0,DBO,"Dubbo, Australia",Dubbo Airport,-32.21666667,148.57472222
11273.0,DBO,"Dubbo, Australia",Dubbo Airport,-32.21666667,148.57861111
11273.0,DBO,"Dubbo, Australia",Dubbo Airport,-32.21833333,148.57361111
11274.0,DBQ,"Dubuque, IA",Dubuque Regional,42.40194444,-90.70944444
11274.0,DBQ,"Dubuque, IA",Dubuque Regional,42.41,-90.71083333
11275.0,DBT,"Debra Tabor, Ethiopia",Debre Tabor,11.88583333,38.00916667
11275.0,DBT,"Debra Tabor, Ethiopia",Debre Tabor,11.96805556,38.02527778
11276.0,DBV,"Dubrovnik, Croatia",Dubrovnik Airport,42.56138889,18.26833333
11276.0,DBV,"Dubrovnik, Croatia",Dubrovnik Airport,42.5625,18.26888889
11276.0,DBV,"Dubrovnik, Croatia",Dubrovnik Airport,42.56277778,18.26444444
11276.0,DBV,"Dubrovnik, Croatia",Dubrovnik Airport,42.56333333,18.26527778
11277.0,DBY,"Dalby, Australia",Dalby Airport,-27.15,151.26666667
11277.0,DBY,"Dalby, Australia",Dalby Airport,-27.15527778,151.26722222
11278.0,DCA,"Washington, DC",Ronald Reagan Washington National,38.85138889,-77.03777778
11278.0,DCA,"Washington, DC",Ronald Reagan Washington National,38.85166667,-77.03694444
11278.0,DCA,"Washington, DC",Ronald Reagan Washington National,38.85194444,-77.03777778
11279.0,DCF,"Roseau, Dominica",Canefield,15.33666667,-61.39222222
11279.0,DCF,"Roseau, Dominica",Canefield,15.33694444,-61.39194444
11279.0,DCF,"Roseau, Dominica",Canefield,15.38611111,-61.40055556
11280.0,DCK,"Dahl Creek, AK",Dahl Creek Airport,66.9425,-156.89138889
11280.0,DCK,"Dahl Creek, AK",Dahl Creek Airport,66.94333333,-156.90472222
11280.0,DCK,"Dahl Creek, AK",Dahl Creek Airport,66.94388889,-156.90194444
16450.0,DCN,"Derby, Australia",Curtin,-17.58055556,123.82861111
16450.0,DCN,"Derby, Australia",Curtin,-17.58138889,123.82833333
11281.0,DCS,"Finningley, United Kingdom",RAF Finningley,53.47444444,-1.00305556
11282.0,DCU,"Decatur, AL",Pryor Field Regional,34.65277778,-86.94527778
11282.0,DCU,"Decatur, AL",Pryor Field Regional,34.65416667,-86.94527778
11283.0,DDC,"Dodge City, KS",Dodge City Regional,37.76166667,-99.965
11283.0,DDC,"Dodge City, KS",Dodge City Regional,37.76305556,-99.96555556
11284.0,DDP,"Dorado, PR",Dorado Airport,18.46388889,-66.29333333
11285.0,DE1,"Zweibrucken, Germany",Zweibruecken,49.20944444,7.40055556
16520.0,DE2,"Middletown, DE",Summit,39.52027778,-75.72055556
16520.0,DE2,"Middletown, DE",Summit,39.52111111,-75.72361111
16666.0,DE3,"Dover-Cheswold, DE",Delware Airpark,39.21833333,-75.59666667
16670.0,DE4,"Bradenburg, Germany",Holzdorf,51.76777778,13.1675
16670.0,DE4,"Bradenburg, Germany",Holzdorf,51.76777778,13.16777778
11286.0,DEA,"Dera Ghazi Khan, Pakistan",Farooq Ahmad Khan Leghari International,29.96111111,70.48555556
11286.0,DEA,"Dera Ghazi Khan, Pakistan",Farooq Ahmad Khan Leghari International,29.96111111,70.48583333
11287.0,DEB,"Debrecen, Hungary",Debrecen Airport,47.48888889,21.61527778
11287.0,DEB,"Debrecen, Hungary",Debrecen Airport,47.49027778,21.61388889
11288.0,DEC,"Decatur, IL",Decatur Airport,39.83416667,-88.86861111
11288.0,DEC,"Decatur, IL",Decatur Airport,39.83444444,-88.86555556
11289.0,DEH,"Decorah, IA",Decorah Municipal,43.27472222,-91.73888889
11289.0,DEH,"Decorah, IA",Decorah Municipal,43.27555556,-91.73944444
11290.0,DEL,"Delhi, India",Indira Gandhi International,28.57361111,77.10083333
11290.0,DEL,"Delhi, India",Indira Gandhi International,28.55944444,77.09944444
11291.0,DEM,"Dembi Dollo, Ethiopia",Dembi Dollo Airport,8.55416667,34.85722222
11291.0,DEM,"Dembi Dollo, Ethiopia",Dembi Dollo Airport,8.55416667,34.8575
11291.0,DEM,"Dembi Dollo, Ethiopia",Dembi Dollo Airport,8.57111111,34.88333333
11292.0,DEN,"Denver, CO",Denver International,39.86166667,-104.67305556
11292.0,DEN,"Denver, CO",Denver International,39.77444444,-104.87972222
11294.0,DES,"Desroches, Seychelles",Desroches Airport,-5.69583333,53.65444444
11294.0,DES,"Desroches, Seychelles",Desroches Airport,-5.69666667,53.65583333
11295.0,DET,"Detroit, MI",Coleman A. Young Municipal,42.40666667,-83.00833333
11295.0,DET,"Detroit, MI",Coleman A. Young Municipal,42.40916667,-83.00972222
11295.0,DET,"Detroit, MI",Coleman A. Young Municipal,42.40944444,-83.01027778
11296.0,DEZ,"Deir Ezzor, Syria",Al Jafrah/Deir Ezzor,35.28555556,40.17583333
11297.0,DFI,"Defiance, OH",Defiance Memorial,41.33722222,-84.42888889
11297.0,DFI,"Defiance, OH",Defiance Memorial,41.3375,-84.42888889
11298.0,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth International,32.89444444,-97.02972222
11298.0,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth International,32.89638889,-97.04111111
11298.0,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth International,32.89694444,-97.03805556
11298.0,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth International,32.89722222,-97.03777778
11299.0,DGB,"Danger Bay, AK",Danger Bay Airport,58.13333333,-152.55
11301.0,DGO,"Durango, Mexico",Durango International,24.12416667,-104.52805556
11301.0,DGO,"Durango, Mexico",Durango International,24.125,-104.525
11301.0,DGO,"Durango, Mexico",Durango International,24.125,-104.52833333
11302.0,DGT,"Dumaguete, Philippines",Dumaguete Airport,9.28333333,123.3
11302.0,DGT,"Dumaguete, Philippines",Dumaguete Airport,9.33416667,123.30194444
11303.0,DGW,"Douglas, WY",Converse County,42.79722222,-105.38583333
11303.0,DGW,"Douglas, WY",Converse County,42.79722222,-105.38611111
16943.0,DGX,"St Athan, United Kingdom",St Athan Airport,51.40527778,-3.43333333
16943.0,DGX,"St Athan, United Kingdom",St Athan Airport,51.40527778,-3.43361111
11304.0,DHA,"Dhahran, Saudi Arabia",King Abdulaziz AB,26.27388889,50.1675
11304.0,DHA,"Dhahran, Saudi Arabia",King Abdulaziz AB,26.2625,50.15305556
11304.0,DHA,"Dhahran, Saudi Arabia",King Abdulaziz AB,26.26416667,50.1525
11304.0,DHA,"Dhahran, Saudi Arabia",King Abdulaziz AB,26.26444444,50.1525
16603.0,DHB,"Deer Harbor, WA",Deer Harbor Marina,48.62083333,-123.00305556
10175.0,DHF,"Al Dhafra, United Arab Emirates",Al Dhafra Air Base,24.24833333,54.54777778
11306.0,DHI,"Dhangadhi, Nepal",Dhangadhi Airport,28.75527778,80.58333333
11307.0,DHL,"Dhala, Yemen",Dhala Airport,13.7375,44.72916667
11308.0,DHN,"Dothan, AL",Dothan Regional,31.32,-85.44833333
11308.0,DHN,"Dothan, AL",Dothan Regional,31.32111111,-85.44944444
